Swing/Take,Outs,runners_code,count_code,PlateLocHeight,PlateLocSide,ERV_delta
Swing,0,0,7,2.48894,0.87553,-0.0015581637795894446
Swing,0,0,8,2.51472,0.44052,0.0
Swing,1,0,8,2.68636,1.41494,0.0
Swing,1,0,8,1.80638,-0.02576,-0.007388489543800994
Swing,2,0,1,1.97173,0.26578,0.013977107267854613
Swing,2,1,5,0.77722,-0.77557,0.01271417392341024
Swing,2,1,4,2.33861,-1.5842,-0.0038155763851401153
Swing,2,1,1,1.7825,0.22197,0.0
Swing,2,1,1,2.57989,-0.14636,0.0
Swing,2,1,1,1.30192,-0.34874,-0.039738430583501
Swing,0,0,9,2.32424,0.15032,0.0030843553837095316
Swing,0,0,7,2.66736,-0.52047,-0.0015581637795894446
Swing,0,0,3,2.34358,0.08103,0.0
Swing,0,0,3,2.65078,-0.03918,0.0
Swing,0,0,3,3.00922,-0.66213,-0.004799676767780519
Swing,1,0,5,1.81514,0.05854,0.013929102360888576
Swing,1,1,10,3.03562,-0.02364,0.00010674181290294682
Swing,2,1,10,2.29296,0.11219,0.00364587352318195
Swing,2,3,5,1.52722,-0.53326,0.01948347037035504
Swing,2,3,2,1.151,-0.25265,-0.0815811606391926
Swing,0,0,9,1.53816,0.34559,0.010655617197228144
Swing,0,1,6,2.78901,-0.19316,-0.017491939681068498
Swing,1,1,6,1.47245,-1.07255,0.003829026067189628
Swing,1,1,4,2.8951,-0.91022,-0.021320965748258126
Swing,2,1,6,2.66236,-0.66781,0.003829026067189628
Swing,2,1,4,3.18223,-0.98067,-0.0038155763851401153
Swing,2,1,3,3.24016,-0.28182,-0.05041031652989449
Swing,0,0,3,1.27839,0.49286,0.0
Swing,0,0,8,1.79059,0.66028,0.0
Swing,1,0,5,1.69079,1.07064,-0.0010997696381578118
Swing,1,0,0,1.43805,0.35838,0.016179423463104237
Swing,1,1,4,2.10193,-0.4538,-0.021320965748258126
Swing,2,1,6,1.26788,0.90146,0.003829026067189628
Swing,2,1,7,1.60848,0.50232,-0.050190114068441066
Swing,0,0,6,1.66048,-0.136,-0.003334708840487111
Swing,1,0,5,2.31596,0.61907,0.0
Swing,2,0,7,1.95193,-0.35682,-0.0015581637795894446
Swing,2,0,3,2.77305,-0.24682,0.0
Swing,2,0,3,3.01964,1.20297,0.0
Swing,2,0,3,1.38143,-0.08746,-0.004799676767780519
Swing,0,0,6,2.79544,0.44629,-0.003334708840487111
Swing,1,0,6,2.14511,-0.30917,-0.0027686129911500563
Swing,1,0,4,2.78642,1.19052,-0.0006141007563030907
Swing,1,0,3,2.09004,0.73664,0.025958884372725068
Swing,1,2,3,2.25231,-1.54407,0.0
Swing,1,2,8,2.71009,-0.81467,-0.031803641732283464
Swing,2,2,5,1.9287,-0.83905,-0.0390625
Swing,0,0,2,2.41612,0.50917,0.0010997696381578118
Swing,1,0,10,2.06751,1.06578,0.00011379338845861342
Swing,1,1,9,1.86238,0.62277,0.01451122407835187
Swing,1,1,7,3.22516,0.98411,0.00022020246145342676
Swing,1,1,3,2.03641,1.11193,0.0
Swing,1,1,3,2.3968,0.61123,0.0
Swing,1,1,3,2.59825,1.23921,-0.0281772753095115
Swing,2,1,4,1.07519,0.36378,-0.0038155763851401153
Swing,2,1,1,2.5914,0.4645,0.0
Swing,2,1,6,2.27641,0.43444,0.9685789579580428
Swing,0,0,5,2.57874,-0.36222,0.9999999999999999
Swing,0,0,7,2.68683,0.88227,-0.0015581637795894446
Swing,0,0,3,2.02321,1.04483,-0.004799676767780519
Swing,1,0,5,3.08397,0.78354,0.0
Swing,2,0,9,2.4911,-0.06426,0.0030843553837095316
Swing,2,0,10,2.31346,0.74808,-0.015578635014836795
Swing,0,0,5,2.56871,-1.08876,-0.0010997696381578118
Swing,0,0,4,2.48609,0.71241,-0.0006141007563030907
Swing,0,0,3,3.02089,-0.31824,0.0
Swing,0,0,8,2.66143,-0.50962,-0.007388489543800994
Swing,1,0,5,1.85571,-0.09671,-0.0010997696381578118
Swing,1,0,0,2.12399,0.84451,0.002250321102215661
Swing,2,0,5,2.47877,0.04328,-0.0010997696381578118
Swing,2,0,2,2.2633,-0.28126,-0.001150551464057849
Swing,2,0,0,1.82352,-0.78867,0.002250321102215661
Swing,0,0,7,2.95885,1.16655,-0.0015581637795894446
Swing,0,1,5,3.4626,0.19363,0.01271417392341024
Swing,0,1,2,3.78224,0.57111,-0.01271417392341024
Swing,1,1,2,2.20889,0.85481,-0.03494721514379323
Swing,0,0,5,3.05585,-0.74811,0.0
Swing,1,0,5,1.94372,-0.51331,0.0
Swing,2,0,4,1.92514,0.41804,0.03019246529116853
Swing,2,2,2,2.01421,-0.39065,-0.019816087258863746
Swing,2,2,1,2.42403,-0.76293,-0.08387096774193549
Swing,0,0,9,1.57924,-0.2777,-0.003273485163660432
Swing,1,0,5,2.4601,0.05498,0.0
Swing,2,0,6,3.48893,0.66674,-0.0027686129911500563
Swing,2,0,10,3.37959,-0.54902,0.00011379338845861342
Swing,2,0,8,2.53422,-0.18327,0.0
Swing,2,1,9,2.2323,-0.1212,0.01451122407835187
Swing,2,1,7,2.46347,0.54529,1.0509593112189153
Swing,2,4,9,2.13324,-0.14006,-0.14666666666666667
Swing,0,1,2,2.72708,-0.80266,-0.003650642863614391
Swing,0,1,0,2.30628,0.41854,0.0
Swing,0,1,0,4.00338,-0.58168,0.0
Swing,0,1,0,2.6212,1.6727,-0.009063531059795848
Swing,1,1,2,2.63041,-0.36439,-0.01271417392341024
Swing,2,1,5,0.58296,1.27842,-0.02223304122038299
Swing,0,0,6,1.98791,-0.38365,-0.003334708840487111
Swing,1,0,1,2.24456,1.14843,4.800490696603606e-05
Swing,2,0,5,2.83541,0.19268,-0.008303938859494415
Swing,0,0,5,1.964,-0.95177,-0.0010997696381578118
Swing,0,0,0,3.29754,-0.74238,0.0
Swing,0,0,0,1.50967,0.23567,1.0022503211022156
Swing,0,0,6,1.6452,-0.80571,-0.0027686129911500563
Swing,0,0,4,2.01158,0.96079,-0.0006141007563030907
Swing,0,0,1,3.64645,-0.48233,0.0
Swing,0,0,1,1.55348,0.18605,0.0
Swing,0,0,1,0.60555,0.50831,4.800490696603606e-05
Swing,1,0,0,2.75465,0.13228,0.0
Swing,1,0,0,1.94061,-0.44134,0.016179423463104237
Swing,1,1,6,2.1335,-0.54842,-0.03972498090145149
Swing,0,0,5,3.33949,-0.32094,-0.0010997696381578118
Swing,0,0,1,2.34717,0.68116,0.0
Swing,0,0,3,3.02273,0.03317,-0.004799676767780519
Swing,1,0,6,2.02403,0.15409,-0.0027686129911500563
Swing,1,0,4,1.61284,-0.27477,-0.0005660958493370546
Swing,2,0,0,2.44261,-0.50856,-0.006053617757278754
Swing,0,0,9,2.29345,0.18389,0.0030843553837095316
Swing,0,1,5,0.83488,0.20401,0.01271417392341024
Swing,0,1,2,2.41466,-0.43773,-0.003650642863614391
Swing,0,1,0,3.07084,-0.44075,0.0
Swing,0,1,0,2.52661,-1.51283,-0.009063531059795848
Swing,1,3,5,1.19524,0.15774,0.01948347037035504
Swing,1,3,3,1.9339,0.10345,-0.056845041008695474
Swing,0,0,5,2.14112,-0.39889,0.013929102360888576
Swing,0,1,9,2.58796,0.47877,1.972625048869405
Swing,0,0,2,1.52184,-0.04332,-0.001150551464057849
Swing,0,0,0,3.84331,-0.65342,0.002250321102215661
Swing,1,0,6,0.77115,-0.59426,-0.0027686129911500563
Swing,1,0,8,2.36196,-0.62842,0.0
Swing,1,0,8,2.67259,0.78499,0.0
Swing,1,0,8,2.54493,0.54361,-0.007388489543800994
Swing,2,0,5,1.88958,0.15742,-0.0010997696381578118
Swing,2,0,4,2.76458,0.76544,-0.0006141007563030907
Swing,2,0,1,1.32239,0.35396,-0.008255933952528379
Swing,0,0,5,1.95931,-0.32537,-0.0010997696381578118
Swing,0,0,2,2.57151,-0.304,0.0010997696381578118
Swing,1,0,4,1.44747,-0.66995,-0.0006141007563030907
Swing,1,0,1,2.48228,0.38138,4.800490696603606e-05
Swing,2,0,2,1.92229,0.30063,-0.001150551464057849
Swing,2,0,0,0.54548,0.20301,0.002250321102215661
Swing,0,0,5,2.81222,0.30972,0.013929102360888576
Swing,0,1,7,3.23619,0.27894,0.00022020246145342676
Swing,0,1,3,1.9726,0.16373,-0.0281772753095115
Swing,1,1,5,2.55535,0.16542,0.01271417392341024
Swing,1,1,4,2.23507,0.46578,0.018543683300196442
Swing,1,3,1,2.81872,1.00427,-0.06030133053899597
Swing,2,3,5,2.07204,0.88674,0.01948347037035504
Swing,2,3,2,1.94951,-0.24161,-0.003119622177654144
Swing,2,3,0,1.94876,-0.08803,-0.07015759960204404
Swing,0,0,4,3.28944,0.4441,-0.0006141007563030907
Swing,0,0,1,4.49246,0.44505,4.800490696603606e-05
Swing,1,0,5,2.51531,0.92443,0.0
Swing,2,0,2,3.06222,0.22585,-0.001150551464057849
Swing,0,0,2,1.5517,0.02526,-0.001150551464057849
Swing,0,0,0,1.89757,0.68522,0.002250321102215661
Swing,1,0,7,1.52148,0.22013,-0.0015581637795894446
Swing,1,0,3,3.60775,-1.00234,-0.004799676767780519
Swing,2,0,10,2.2439,-0.30508,-0.015578635014836795
Swing,0,0,4,2.56164,-1.0577,-0.0006141007563030907
Swing,0,0,1,2.36134,-0.86063,4.800490696603606e-05
Swing,1,0,5,,,0.0
Swing,2,0,2,2.1337,0.15349,-0.007204169221336603
Swing,0,0,2,0.84792,0.8868,-0.001150551464057849
Swing,0,0,3,1.67263,0.31347,-0.004799676767780519
Swing,1,0,3,1.22002,0.36208,-0.004799676767780519
Swing,2,0,5,3.40734,0.28432,-0.0010997696381578118
Swing,2,0,2,1.89822,-0.57096,-0.007204169221336603
Swing,0,0,7,1.9998,0.63827,-0.0015581637795894446
Swing,0,0,3,2.06332,0.29762,0.9952003232322194
Swing,0,0,4,2.88855,0.77464,-0.0006141007563030907
Swing,0,0,1,2.87451,0.26293,0.0
Swing,0,0,3,2.89797,0.21693,0.025958884372725068
Swing,0,2,6,1.33715,-0.61918,0.00954100319505416
Swing,0,2,7,0.96293,-1.14155,0.02713610991841993
Swing,0,2,3,2.4868,0.36411,0.9295734489051095
Swing,0,2,5,2.75276,-0.22583,1.9692414388594943
Swing,0,0,7,3.15442,-0.40482,-0.0015581637795894446
Swing,1,1,3,2.40156,-0.53058,0.0
Swing,1,1,3,2.28893,-1.10761,0.9718227246904886
Swing,1,1,2,2.93458,0.57865,-0.003650642863614391
Swing,1,1,1,2.24494,0.97965,0.0
Swing,1,1,3,2.96485,1.02664,0.0
Swing,1,1,3,2.05827,-0.28831,-0.0281772753095115
Swing,2,1,4,3.39919,-0.56357,-0.0038155763851401153
Swing,2,1,1,2.20247,-0.77883,-0.039738430583501
Swing,0,0,2,2.90681,0.14484,-0.001150551464057849
Swing,0,0,0,2.71842,-0.84066,0.0
Swing,0,0,0,1.57846,0.60432,0.002250321102215661
Swing,1,0,5,2.22482,0.51094,-0.0010997696381578118
Swing,1,0,10,2.70814,-0.44964,-0.00727469615534238
Swing,2,0,6,2.49275,0.3436,-0.0027686129911500563
Swing,2,0,4,1.76753,-0.56139,0.013363006511551522
Swing,2,1,7,2.1174,-0.14683,-0.050190114068441066
Swing,0,0,1,2.93606,-0.42129,0.0
Swing,1,0,2,3.11677,-1.02088,-0.001150551464057849
Swing,1,0,0,2.34772,-0.20461,0.002250321102215661
Swing,2,0,7,3.00519,-0.0295,-0.0015581637795894446
Swing,2,0,8,2.80897,-1.10201,-0.01569242840329541
Swing,0,0,1,2.75053,-1.28912,4.800490696603606e-05
Swing,1,0,5,1.00059,-0.6856,-0.0010997696381578118
Swing,1,0,7,2.11183,-0.32384,-0.0015581637795894446
Swing,1,0,3,2.63057,-1.01343,-0.004799676767780519
Swing,2,0,2,2.06371,0.74067,-0.001150551464057849
Swing,2,0,0,2.31998,-0.22495,-0.006053617757278754
Swing,0,0,4,1.88894,-0.82475,-0.0005660958493370546
Swing,1,0,10,1.00121,0.10268,-0.00727469615534238
Swing,2,0,4,1.11264,-0.44238,-0.00887003470883147
Swing,0,0,4,2.15548,0.17556,0.03019246529116853
Swing,0,2,9,2.01299,0.31774,0.016150850584136095
Swing,0,2,7,2.84864,-0.53374,0.02713610991841993
Swing,0,2,3,2.13104,0.34693,-0.047391360826052956
Swing,0,3,4,3.12043,-0.32804,0.025854305360679064
Swing,0,3,1,2.58961,1.13026,0.0
Swing,0,3,1,3.09937,-0.12123,0.9787504044795229
Swing,1,4,7,2.3897,0.25686,0.9301516089108911
Swing,1,2,3,2.11136,1.61922,-0.07042655109489052
Swing,2,2,2,2.87139,-0.74176,-0.019816087258863746
Swing,2,2,0,3.29545,-0.68409,0.0
Swing,2,2,3,3.62957,0.34994,0.0
Swing,2,2,3,2.8534,0.57301,-0.10948905109489052
Swing,0,0,9,3.0524,0.88663,-0.003273485163660432
Swing,1,0,6,1.49572,-0.00523,0.0895107775873748
Swing,1,4,6,3.33787,0.08234,-0.13402061855670103
Swing,0,0,6,2.68543,0.22146,-0.0027686129911500563
Swing,0,0,4,1.46743,-0.3592,-0.0006141007563030907
Swing,0,0,1,2.55332,-0.4364,0.0
Swing,0,0,1,2.68177,-1.6189,1.0308065660474717
Swing,0,2,5,1.80561,0.35168,0.044651350837138504
Swing,1,2,3,1.68677,0.248,0.9127439901254926
Swing,2,3,4,3.47642,-0.04576,0.025854305360679064
Swing,2,3,3,3.23024,1.22655,-0.11063879241803862
Swing,0,1,5,3.27771,-0.54785,0.01271417392341024
Swing,0,1,2,2.17617,-0.52115,-0.003650642863614391
Swing,0,1,0,2.00345,-1.91663,0.03080111798865872
Swing,0,3,2,2.11948,-0.45709,1.0169765316684998
Swing,0,5,9,2.05354,0.12638,0.1078078078078078
Swing,0,5,7,2.45149,-0.67391,-0.05213675213675212
Swing,0,5,3,2.0886,-1.30467,0.0
Swing,0,5,3,2.38138,-1.27808,0.0
Swing,0,5,3,2.60405,0.65735,-0.03819444444444446
Swing,1,5,2,2.16347,0.68765,0.034522319566124324
Swing,2,5,4,2.8901,0.06484,0.020260278024253175
Swing,0,0,5,3.22386,-0.31374,0.013929102360888576
Swing,0,1,5,3.18281,0.27489,0.07891638406697332
Swing,0,4,6,3.62274,-0.30149,-0.02843055644489978
Swing,0,4,7,1.18282,-1.36429,0.050752974457109565
Swing,1,4,5,3.18671,0.40155,0.02317489903696801
Swing,1,4,2,1.77407,-0.09024,0.038940981798124635
Swing,1,4,1,1.84071,0.33549,0.0
Swing,1,4,3,1.8636,0.3255,0.9999999999999999
Swing,1,5,9,3.15357,-0.17757,0.1078078078078078
Swing,1,5,10,2.07149,-0.26527,-0.029684601113172532
Swing,1,5,8,3.4278,-0.06324,0.8442573051948052
Swing,2,2,4,2.79561,0.46323,0.014475949948341185
Swing,2,2,1,1.65151,-0.2502,0.0
Swing,2,2,3,1.68381,0.11526,-0.10948905109489052
Swing,0,0,2,2.50869,-0.9262,-0.001150551464057849
Swing,0,0,3,1.8863,-0.97452,-0.004799676767780519
Swing,1,0,1,1.16344,0.16227,0.0
Swing,1,0,1,0.70699,0.3573,4.800490696603606e-05
Swing,2,0,10,2.19674,-0.30212,-0.015578635014836795
Swing,0,0,6,3.2076,-0.14439,-0.0027686129911500563
Swing,0,1,5,2.91086,0.54458,0.01271417392341024
Swing,0,1,1,3.36971,-0.41281,-0.01750538936311801
Swing,1,1,7,2.33018,0.21502,0.011907576200396494
Swing,1,3,2,1.38469,0.62286,1.0169765316684998
Swing,1,7,5,1.40643,-0.97055,-0.027200488997555006
Swing,1,7,2,3.07888,0.86256,0.07787616467323069
Swing,1,7,1,2.14547,-0.84339,1.8887643569355044
Swing,1,3,6,1.01209,-0.25829,-0.06666666666666667
Swing,0,1,6,1.78571,0.3259,-0.017491939681068498
Swing,1,1,2,2.42099,0.28124,-0.01271417392341024
Swing,2,1,2,1.50362,-0.54636,-0.03494721514379323
Swing,0,0,6,3.26999,-0.43267,-0.0027686129911500563
Swing,0,0,10,2.20748,-0.174,0.00011379338845861342
Swing,0,1,6,3.33358,-0.89011,0.003829026067189628
Swing,0,1,7,3.64823,-0.23092,0.00022020246145342676
Swing,0,1,3,2.50057,-0.3068,-0.0281772753095115
Swing,1,1,7,3.29134,-0.4071,0.00022020246145342676
Swing,1,1,8,2.91089,-0.46294,0.0
Swing,1,1,8,2.48319,-0.67845,-0.036325517338175566
Swing,2,1,6,3.19266,-0.9296,0.003829026067189628
Swing,2,1,7,3.04776,-1.25896,0.00022020246145342676
Swing,2,1,3,2.27166,-0.34092,0.0
Swing,2,1,8,3.17434,-0.62097,0.0
Swing,2,1,8,1.90202,-0.36736,0.0
Swing,2,3,9,2.70511,-0.01928,0.03830979247218497
Swing,2,3,7,2.1124,-0.37281,-0.0017469238948807642
Swing,2,3,3,2.35157,-1.08154,0.0
Swing,2,3,8,3.92437,-1.39218,-0.1348539558773477
Swing,0,0,4,1.13926,0.25,-0.0006141007563030907
Swing,0,0,1,1.91342,-0.20149,0.0
Swing,0,0,1,0.76467,-0.70519,4.800490696603606e-05
Swing,1,0,4,2.05127,-0.27713,-0.0006141007563030907
Swing,2,0,5,2.18076,0.99377,-0.0010997696381578118
Swing,2,0,2,1.32663,-1.2176,-0.001150551464057849
Swing,2,0,0,3.57076,0.58069,-0.006053617757278754
Swing,0,0,6,2.69735,-0.27119,-0.0027686129911500563
Swing,0,0,3,3.00703,-0.0963,-0.004799676767780519
Swing,1,1,9,3.47935,-0.0122,0.01451122407835187
Swing,1,3,10,2.40933,-1.04206,0.9203398705255141
Swing,1,5,2,2.24449,0.39528,0.034522319566124324
Swing,2,5,3,3.16632,0.68906,-0.12844819789264236
Swing,0,0,1,0.82127,-0.04333,4.800490696603606e-05
Swing,1,0,7,1.62808,-0.09152,0.007571261813518613
Swing,1,1,9,3.14086,-0.08715,0.01451122407835187
Swing,1,1,7,2.41346,-0.01862,-0.027957072848058075
Swing,2,1,6,3.54757,0.60252,0.003829026067189628
Swing,2,1,1,1.21867,-0.66561,-0.031434491724006586
Swing,0,0,4,2.28498,0.13692,-0.0006141007563030907
Swing,0,0,1,2.88888,-1.04901,0.0
Swing,0,0,1,2.22898,1.11909,4.800490696603606e-05
Swing,1,0,2,2.37751,0.18047,0.0010997696381578118
Swing,2,0,4,2.37567,0.29837,-0.0006141007563030907
Swing,2,0,1,2.42037,0.37821,0.0
Swing,2,0,1,2.88512,1.44416,0.0
Swing,2,0,1,2.24185,0.20979,-0.008255933952528379
Swing,0,0,5,2.45564,0.35749,-0.0010997696381578118
Swing,1,0,6,1.48898,0.04006,-0.0027686129911500563
Swing,1,0,7,1.46164,0.56074,-0.0015581637795894446
Swing,2,0,5,2.0763,-0.49738,0.013929102360888576
Swing,2,1,7,1.67597,0.4906,-0.050190114068441066
Swing,0,0,5,1.19741,-0.16959,0.0
Swing,1,0,7,2.13802,0.62277,-0.0015581637795894446
Swing,1,0,3,1.91348,0.35019,-0.004799676767780519
Swing,2,0,5,2.72202,0.73333,0.013929102360888576
Swing,2,1,5,2.42478,0.78972,0.01271417392341024
Swing,2,1,2,1.73291,-0.17726,0.02715047512504433
Swing,2,3,6,2.77428,0.75859,0.029878048780487804
Swing,2,3,1,1.84776,-0.44619,0.0
Swing,2,3,1,1.21063,-1.03344,-0.12239902080783353
Swing,0,0,5,1.57773,-0.51649,-0.0010997696381578118
Swing,0,0,2,2.08517,-1.0187,0.015028871999046388
Swing,0,1,6,1.92106,0.18989,0.003829026067189628
Swing,0,1,4,2.5968,0.25051,-0.0038155763851401153
Swing,0,1,1,2.44222,0.01627,1.0614109947038555
Swing,0,4,2,0.9317,1.61295,0.038940981798124635
Swing,0,4,0,0.92653,1.08266,0.0
Swing,0,4,3,1.83292,0.34142,0.8625691756741646
Swing,0,1,2,2.62339,-0.33817,-0.003650642863614391
Swing,1,1,0,1.62514,0.00803,-0.009063531059795848
Swing,2,1,4,2.51654,0.14746,-0.0038155763851401153
Swing,2,1,3,1.19783,-0.35565,0.0
Swing,2,1,3,2.62392,-0.15302,-0.05041031652989449
Swing,0,0,1,2.19863,-1.26342,0.0
Swing,0,0,3,1.94185,-0.87854,0.0
Swing,0,0,3,2.22196,-0.76261,0.0
Swing,0,0,3,2.8121,-0.03017,0.0
Swing,0,0,3,1.45067,-0.52815,-0.004799676767780519
Swing,1,0,7,1.5214,-0.3976,-0.006357840547369964
Swing,2,0,5,2.29286,1.12402,-0.0010997696381578118
Swing,2,0,4,1.75083,-0.57373,-0.0006141007563030907
Swing,2,0,1,1.11791,-1.0607,0.0
Swing,0,0,3,2.54805,-0.55504,0.0
Swing,1,0,5,1.86888,-0.04508,-0.0010997696381578118
Swing,1,0,2,2.48503,0.56084,0.015028871999046388
Swing,1,1,4,2.56064,0.34486,-0.0038155763851401153
Swing,1,1,8,1.97799,0.15063,0.0
Swing,1,1,8,2.34383,0.00647,-0.036325517338175566
Swing,2,1,4,1.62343,-0.33256,-0.04355400696864112
Swing,0,0,5,2.24454,-0.23061,-0.0010997696381578118
Swing,0,0,2,2.66693,-0.15784,-0.001150551464057849
Swing,0,0,0,2.7647,-0.62739,0.0
Swing,0,0,0,2.36072,0.06839,0.0
Swing,0,0,0,2.53269,-0.20811,0.0
Swing,0,0,0,2.64693,-0.47611,0.0
Swing,0,0,0,1.17676,0.75373,0.0
Swing,0,0,0,2.45573,-0.16862,0.002250321102215661
Swing,1,1,10,2.0427,-1.28619,0.00010674181290294682
Swing,1,3,2,2.48569,0.86956,-0.01948347037035504
Swing,2,3,5,2.64572,0.17944,-0.06209769026883756
Swing,0,0,3,1.04381,0.01436,0.009129425593108057
Swing,0,1,5,3.4581,-0.24739,0.01271417392341024
Swing,0,1,4,1.95832,-0.69914,-0.0038155763851401153
Swing,0,1,1,3.02597,-0.03016,0.022359259685336558
Swing,0,3,5,2.92216,0.82348,0.03249690432575704
Swing,1,6,5,2.50794,-0.42204,0.07062279670975322
Swing,1,6,7,1.91798,0.25652,0.9204755005268703
Swing,1,5,5,2.20027,-0.55836,0.9405048076923077
Swing,2,2,7,1.47852,-0.29833,0.02713610991841993
Swing,2,2,3,2.73959,-0.12967,0.0
Swing,2,2,3,2.0479,0.18705,0.0
Swing,2,2,8,2.7627,-0.02715,0.0
Swing,2,2,8,1.98065,-0.07986,0.9513668994880996
Swing,2,1,5,1.74294,-0.21466,1.0
Swing,2,1,4,2.80662,-1.13921,-0.0038155763851401153
Swing,2,1,8,2.00064,-0.87419,0.0
Swing,2,3,4,1.34689,-0.15605,-0.09654471544715447
Swing,0,0,2,2.74325,0.2767,-0.001150551464057849
Swing,1,0,5,2.16795,0.34128,0.0
Swing,2,0,0,1.94208,-0.0329,0.0
Swing,2,0,1,3.32251,0.46627,4.800490696603606e-05
Swing,0,0,10,2.06947,0.28854,0.006654406205546196
Swing,0,1,2,1.56226,-0.47282,-0.003650642863614391
Swing,0,1,1,2.33053,-0.68647,-0.01750538936311801
Swing,1,1,9,2.25653,-0.35754,0.01451122407835187
Swing,1,1,7,2.56369,0.24796,0.9581138247910532
Swing,2,0,9,2.36317,0.35782,-0.011577424023154847
Swing,0,1,2,2.2823,-0.74305,-0.003650642863614391
Swing,1,1,1,3.2864,-0.37968,0.022359259685336558
Swing,1,3,5,2.93377,-0.21677,0.01948347037035504
Swing,1,3,2,2.42347,-0.39363,-0.003119622177654144
Swing,1,3,1,2.18657,0.02006,1.9166634791921664
Swing,1,2,7,2.15877,-0.56012,0.02713610991841993
Swing,1,2,3,2.59255,-1.69024,-0.07042655109489052
Swing,2,2,7,2.28216,0.21347,0.02713610991841993
Swing,2,2,3,2.5151,-0.87655,-0.1011851122353961
Swing,0,0,2,2.65944,-0.96172,0.015028871999046388
Swing,0,1,2,1.9108,0.24557,-0.003650642863614391
Swing,0,1,0,3.20851,-0.21533,-0.009063531059795848
Swing,1,1,4,1.72549,0.22821,0.018543683300196442
Swing,1,3,6,1.66421,-1.73657,0.029878048780487804
Swing,1,3,4,1.1731,-1.44632,0.025854305360679064
Swing,1,3,1,2.15756,-1.04957,-0.06030133053899597
Swing,2,3,5,1.61643,0.46291,0.01948347037035504
Swing,2,3,0,3.11129,-0.41641,0.0
Swing,0,0,5,3.00598,0.82174,0.0
Swing,1,0,2,2.68347,-0.27744,-0.001150551464057849
Swing,1,0,0,1.38574,-0.16634,0.0
Swing,1,0,0,2.07324,-1.37479,0.002250321102215661
Swing,2,0,2,1.03311,-0.19271,-0.007204169221336603
Swing,0,0,5,2.23294,0.33511,0.9999999999999999
Swing,0,1,5,2.78683,0.41159,0.01271417392341024
Swing,0,1,2,1.26684,-0.70916,-0.003650642863614391
Swing,0,1,0,2.96389,0.24304,0.03080111798865872
Swing,0,3,6,1.28631,0.49603,0.029878048780487804
Swing,0,3,3,2.41874,-0.82915,0.006057268722466966
Swing,0,7,9,1.4198,-0.07156,0.046512804939771224
Swing,0,7,7,2.05922,0.21333,0.8240348430221849
Swing,2,1,5,2.07279,-0.25999,-0.02223304122038299
Swing,0,0,2,2.64602,0.07612,-0.001150551464057849
Swing,0,0,1,3.83368,0.40355,4.800490696603606e-05
Swing,1,0,5,2.96854,0.30744,0.0
Swing,2,0,9,2.20834,0.37204,-0.011577424023154847
Swing,0,1,3,2.29219,-0.52,0.0
Swing,1,1,5,1.3183,0.62492,0.01271417392341024
Swing,1,1,2,2.58837,0.62323,-0.003650642863614391
Swing,2,3,5,2.513,-0.28037,0.01948347037035504
Swing,2,3,0,3.21511,0.12324,-0.016363848192700897
Swing,2,3,9,2.36337,0.17463,-0.08237986270022883
Swing,0,0,7,3.66116,0.11468,-0.0015581637795894446
Swing,0,0,8,2.00217,-0.31908,0.0
Swing,0,0,8,1.51784,0.41823,0.0
Swing,0,0,8,1.56706,-0.63376,-0.007388489543800994
Swing,1,0,5,1.36749,-0.44454,-0.0010997696381578118
Swing,1,0,4,2.16523,0.19687,-0.0006141007563030907
Swing,1,0,3,1.11225,-1.08778,-0.004799676767780519
Swing,2,0,2,1.35455,-0.5365,-0.001150551464057849
Swing,2,0,1,1.30382,-0.91794,-0.008255933952528379
Swing,0,0,4,2.68894,0.7539,-0.0005660958493370546
Swing,1,0,6,2.4781,0.24542,-0.0027686129911500563
Swing,1,0,3,2.43656,0.28812,-0.004799676767780519
Swing,2,0,2,2.71627,-0.39342,-0.001150551464057849
Swing,0,0,5,1.78469,0.25312,-0.0010997696381578118
Swing,0,0,4,2.71065,0.21706,0.9994339041506628
Swing,0,0,6,2.6517,0.94231,0.027423852300018474
Swing,0,2,4,2.78782,1.11233,-0.030332517793594305
Swing,1,2,2,2.43583,-0.32119,-0.019816087258863746
Swing,1,2,0,2.24907,1.16503,0.0
Swing,1,2,0,0.9782,-0.42693,-0.024835263578274758
Swing,2,2,9,3.70435,-0.60929,-0.06620209059233449
Swing,0,0,11,3.83128,-1.32178,0.005367081297086192
Swing,1,0,1,3.24687,-0.27792,0.0
Swing,1,0,1,2.43169,-0.38211,0.013977107267854613
Swing,1,1,4,2.2335,-0.47642,0.018543683300196442
Swing,1,3,0,3.35544,-0.92498,-0.07846153846153846
Swing,0,0,5,2.85451,0.34611,0.0
Swing,1,0,9,2.77921,0.00471,-0.003273485163660432
Swing,2,0,10,2.45138,-0.06701,-0.015578635014836795
Swing,0,0,6,2.34538,-0.73526,-0.003334708840487111
Swing,2,0,6,2.63158,0.49271,-0.011638647699981526
Swing,0,0,4,2.33376,1.1029,-0.0006141007563030907
Swing,0,0,1,1.04917,-1.1331,4.800490696603606e-05
Swing,1,1,6,2.69382,0.67475,0.003829026067189628
Swing,1,1,3,1.52354,-0.12928,-0.0281772753095115
Swing,2,1,9,2.80629,1.36068,0.01451122407835187
Swing,2,1,8,3.38376,0.3198,-0.05855855855855856
Swing,0,0,10,3.58183,0.05853,0.00011379338845861342
