Swing/Take,Outs,runners_code,count_code,PlateLocHeight,PlateLocSide,ERV_delta
Swing,0,0,8,2.70314,-0.43287,-0.007388489543800994
Swing,1,0,6,2.97527,0.54107,-0.0027686129911500563
Swing,1,1,2,2.74439,-0.86352,-0.01271417392341024
Swing,2,1,5,1.35894,1.04938,-0.02223304122038299
Swing,0,0,1,4.06066,0.48281,4.800490696603606e-05
Swing,1,0,4,3.70911,-0.37937,-0.0005660958493370546
Swing,2,0,2,2.87467,-0.46054,-0.007204169221336603
Swing,0,0,7,1.61435,-0.38236,-0.006357840547369964
Swing,1,0,4,2.4313,0.0745,-0.0005660958493370546
Swing,2,0,7,1.91585,-0.91722,-0.0015581637795894446
Swing,2,0,3,2.06868,-0.80793,-0.004799676767780519
Swing,0,0,2,2.45595,-0.82499,-0.001150551464057849
Swing,0,0,0,3.12216,0.70651,0.0
Swing,0,0,0,3.25517,0.86379,0.0
Swing,0,0,1,3.48489,0.24928,0.0
Swing,0,0,1,2.37998,-0.71237,4.800490696603606e-05
Swing,1,0,4,3.54302,0.15557,0.013363006511551522
Swing,1,1,5,2.88182,-0.39085,0.01271417392341024
Swing,1,1,1,3.03489,0.17429,-0.01750538936311801
Swing,2,1,4,2.52761,-0.21358,-0.0038155763851401153
Swing,2,1,1,2.43601,-0.18009,0.0
Swing,2,1,1,2.29293,0.48417,0.0
Swing,2,1,1,2.97205,0.84679,-0.039738430583501
Swing,0,0,7,2.44383,0.07261,0.02440072059313562
Swing,0,2,5,2.05035,-0.61052,0.044651350837138504
Swing,0,2,2,2.10539,-0.72853,-0.019816087258863746
Swing,0,0,5,0.44283,-0.0998,-0.0010997696381578118
Swing,0,0,2,2.58132,-1.27128,-0.001150551464057849
Swing,0,1,5,2.155,-0.79406,0.01271417392341024
Swing,0,1,2,2.07142,-0.28314,1.973356723715701
Swing,0,0,6,3.25934,0.09927,0.010594393520401466
Swing,2,1,2,1.63922,-0.35558,-0.003650642863614391
Swing,2,1,0,1.39381,-0.60159,2.0308011179886587
Swing,2,3,5,2.24979,0.20432,0.06290230973116244
Swing,2,7,5,1.1876,0.62775,-0.027200488997555006
Swing,2,7,2,1.03354,-0.06365,0.07787616467323069
Swing,2,7,0,1.05769,0.72465,-0.16737173681618128
Swing,0,1,5,2.36007,0.56447,0.01271417392341024
Swing,0,1,2,2.23931,0.55427,-0.01271417392341024
Swing,1,1,9,2.31259,0.283,0.06547053529726712
Swing,1,4,5,2.55253,0.48262,0.02317489903696801
Swing,1,4,2,2.22692,-0.49936,0.038940981798124635
Swing,1,4,0,1.35541,-0.30079,0.0
Swing,1,4,1,1.9908,-1.12633,0.8952604605986247
Swing,2,0,2,3.3509,-0.38559,-0.001150551464057849
Swing,0,0,6,1.25429,-0.30028,-0.0027686129911500563
Swing,0,0,8,0.66877,-0.56029,-0.007388489543800994
Swing,1,0,4,2.96978,-1.14184,-0.0005660958493370546
Swing,2,0,7,1.55375,-0.52029,-0.0015581637795894446
Swing,2,0,8,1.81953,0.6392,-0.007388489543800994
Swing,0,0,5,1.77584,-1.09647,0.013929102360888576
Swing,0,1,6,2.24374,-0.68796,0.003829026067189628
Swing,0,1,7,1.37032,-0.4645,-0.027957072848058075
Swing,1,1,9,3.18946,-0.37764,0.01451122407835187
Swing,1,3,4,1.51093,-0.05726,0.025854305360679064
Swing,1,3,8,3.19559,0.12702,0.8959046052631578
Swing,2,2,5,2.66284,-0.82518,-0.0390625
Swing,0,0,5,2.24032,-0.05013,-0.0010997696381578118
Swing,0,0,3,2.09889,-0.04338,-0.004799676767780519
Swing,1,0,7,2.05156,0.38051,-0.0015581637795894446
Swing,1,0,3,3.03985,-0.11949,-0.004799676767780519
Swing,2,0,6,2.62833,0.35931,-0.0027686129911500563
Swing,2,0,7,2.96843,1.00547,-0.014661779406864379
Swing,0,0,2,3.29238,0.25784,-0.001150551464057849
Swing,0,0,0,1.97317,-0.91087,0.002250321102215661
Swing,1,0,8,2.41703,-1.08295,0.0
Swing,1,0,8,2.61704,-0.73882,-0.007388489543800994
Swing,2,1,5,2.80946,-0.71643,0.01271417392341024
Swing,2,1,4,3.37204,0.22623,-0.0038155763851401153
Swing,2,1,8,3.00717,0.48218,-0.05855855855855856
Swing,0,0,5,2.34206,1.14899,-0.0010997696381578118
Swing,0,0,2,2.94947,0.9162,0.0010997696381578118
Swing,1,0,5,2.41553,0.77308,0.013929102360888576
Swing,1,1,5,2.30593,-0.45504,0.0
Swing,2,1,6,2.5491,0.04308,0.003829026067189628
Swing,2,1,4,2.35076,0.69149,-0.0038155763851401153
Swing,2,1,3,1.59693,-1.73377,-0.0281772753095115
Swing,2,1,5,2.70575,1.11779,0.01271417392341024
Swing,2,1,2,2.10782,0.85069,-0.003650642863614391
Swing,2,1,0,2.64264,1.6468,-0.022992633420684423
Swing,0,0,5,2.20773,-0.25758,0.013929102360888576
Swing,0,1,2,2.1014,0.62329,-0.003650642863614391
Swing,0,1,1,1.35233,0.25506,-0.01750538936311801
Swing,1,1,7,2.25842,1.12887,0.00022020246145342676
Swing,1,1,3,1.9066,0.10783,0.9578936223295998
Swing,2,0,6,3.07044,0.66409,-0.0027686129911500563
Swing,2,0,5,2.20106,-0.82483,-0.0010997696381578118
Swing,2,0,2,2.75311,-0.77529,-0.007204169221336603
Swing,0,0,5,2.21066,1.05847,-0.0010997696381578118
Swing,0,0,2,1.74751,1.23622,-0.001150551464057849
Swing,0,0,3,1.64059,1.20417,-0.004799676767780519
Swing,1,0,6,3.13017,0.68145,-0.0027686129911500563
Swing,1,0,4,2.77723,0.11932,-0.0006141007563030907
Swing,1,0,1,1.04103,-0.48163,4.800490696603606e-05
Swing,2,0,5,1.07435,-0.38452,-0.0010997696381578118
Swing,2,0,2,1.20099,0.10373,-0.001150551464057849
Swing,2,0,0,1.39308,-0.44618,0.002250321102215661
Swing,0,0,5,2.30611,-0.61124,0.013929102360888576
Swing,0,1,11,2.14728,-0.20802,0.02236934251885149
Swing,0,1,10,3.14119,-0.44961,0.00010674181290294682
Swing,0,1,8,1.13699,-0.45126,-0.036325517338175566
Swing,1,1,6,2.2174,0.33794,-0.017491939681068498
Swing,2,1,4,2.20005,0.49136,-0.0038155763851401153
Swing,2,1,1,2.37752,-0.83171,0.0
Swing,2,1,1,0.29797,1.85526,-0.031434491724006586
Swing,0,0,10,2.1314,-0.2474,-0.00727469615534238
Swing,1,0,4,2.31634,0.02875,-0.0006141007563030907
Swing,1,0,3,3.19062,0.86275,0.0
Swing,2,0,9,2.12682,0.25903,0.0030843553837095316
Swing,2,0,7,2.7265,0.97569,-0.0015581637795894446
Swing,0,0,2,2.8028,0.11141,-0.001150551464057849
Swing,0,0,1,1.71168,-0.01359,4.800490696603606e-05
Swing,1,0,5,1.45363,0.52434,-0.0010997696381578118
Swing,1,0,10,2.12828,-0.49845,0.00011379338845861342
Swing,1,1,10,2.44652,-0.35375,0.00010674181290294682
Swing,1,1,8,3.41225,0.53485,-0.036325517338175566
Swing,2,1,2,1.95301,0.04498,-0.03494721514379323
Swing,0,0,5,2.12806,0.25177,0.0
Swing,1,0,5,1.9873,0.72471,0.0
Swing,2,0,8,1.77693,-0.0424,0.0
Swing,2,0,8,2.09287,0.44838,0.0
Swing,2,0,8,3.23864,0.59999,-0.007388489543800994
Swing,2,0,6,2.0489,0.701,-0.0027686129911500563
Swing,2,0,4,0.78539,1.23121,-0.0006141007563030907
Swing,2,0,1,1.06141,1.39641,4.800490696603606e-05
Swing,0,1,1,2.85324,-0.24395,0.0
Swing,0,1,3,2.18972,0.19761,0.9578936223295998
Swing,1,0,9,2.27979,0.43479,0.0030843553837095316
Swing,1,0,3,3.69755,-0.60009,0.0
Swing,1,0,3,2.23866,-1.64945,0.0
Swing,1,0,3,1.41421,-0.33151,0.0
Swing,1,0,8,1.57397,0.2453,0.0
Swing,1,0,8,1.32465,0.28657,0.0
Swing,1,0,8,3.40809,-0.31288,1.0065406128170877
Swing,1,1,7,1.24906,-0.1936,-0.027957072848058075
Swing,0,0,5,1.62073,1.34958,-0.0010997696381578118
Swing,0,0,4,2.35648,-0.36338,-0.0006141007563030907
Swing,1,0,6,2.14684,-0.11995,-0.0027686129911500563
Swing,1,0,4,2.38434,0.95013,-0.0006141007563030907
Swing,1,0,1,1.96646,0.05914,0.0
Swing,1,0,3,1.28382,0.83566,-0.004799676767780519
Swing,2,0,4,2.54853,1.12722,-0.0006141007563030907
Swing,2,0,5,2.09716,0.00758,-0.0010997696381578118
Swing,2,0,2,1.17198,1.20245,-0.001150551464057849
Swing,2,0,1,2.41253,-0.42118,0.0
Swing,2,0,1,1.38751,1.06913,0.0
Swing,0,0,5,2.59532,-0.05927,-0.0010997696381578118
Swing,0,0,8,0.73971,-0.73365,0.02337007159670459
Swing,0,2,5,1.22454,0.61251,0.044651350837138504
Swing,0,2,0,1.40186,0.44229,-0.024835263578274758
Swing,1,2,4,1.81179,0.09048,0.014475949948341185
Swing,1,2,1,3.12103,-0.15447,0.0
Swing,1,2,1,2.52932,-0.16441,0.0
Swing,1,2,1,1.83683,0.94734,-0.04480846774193549
Swing,2,2,10,1.59287,-0.00344,-0.0315434968219334
Swing,2,2,8,1.16437,0.06949,0.0
Swing,0,0,5,2.66268,0.46832,-0.0010997696381578118
Swing,0,0,2,2.84877,0.55425,-0.001150551464057849
Swing,0,0,0,3.06549,-1.03523,0.0
Swing,0,0,0,2.08104,1.26547,0.0
Swing,0,0,0,2.89615,1.16687,0.0
Swing,0,0,1,1.58731,0.63701,4.800490696603606e-05
Swing,1,0,6,2.71613,0.05321,-0.0027686129911500563
Swing,1,0,4,1.67091,0.20488,0.03019246529116853
Swing,1,2,9,2.56074,0.64331,0.016150850584136095
Swing,1,2,7,1.95157,-0.69898,-0.04329044117647059
Swing,2,2,4,2.37645,1.24745,0.014475949948341185
Swing,0,0,9,1.96782,0.39424,0.0030843553837095316
Swing,0,0,10,3.0494,0.49539,-0.00727469615534238
Swing,1,0,5,2.74197,-0.10975,0.9999999999999999
Swing,2,0,6,1.81265,-0.17527,-0.0027686129911500563
Swing,2,0,1,2.34748,-0.01939,-0.008255933952528379
Swing,0,0,0,0.45797,0.79286,0.002250321102215661
Swing,1,0,2,1.68407,1.13425,0.015028871999046388
Swing,1,1,5,2.32816,0.45078,0.01271417392341024
Swing,1,1,2,2.19542,0.47456,-0.03494721514379323
Swing,0,0,9,2.34431,-0.60516,0.010655617197228144
Swing,0,1,9,3.35145,-0.16405,0.01451122407835187
Swing,0,1,7,2.57398,-0.65748,0.00022020246145342676
Swing,1,3,6,2.89317,-1.49738,0.029878048780487804
Swing,1,3,3,2.99401,-0.88225,0.0
Swing,1,3,3,2.50844,-1.1135,0.0
Swing,1,3,8,3.16515,-0.77714,0.0
Swing,1,7,10,2.9644,-0.42909,-0.09464285714285714
Swing,1,7,4,1.36468,-0.16949,0.9320601593328866
Swing,2,6,5,1.94984,-0.85128,0.07062279670975322
Swing,2,6,3,2.48448,-1.08977,1.9254737496116807
Swing,2,4,5,0.45081,-0.43727,0.02317489903696801
Swing,2,4,3,0.92718,-1.5291,-0.15135992668672407
Swing,0,0,5,2.28426,-0.33393,0.0
Swing,1,0,6,2.55532,-0.19319,-0.0027686129911500563
Swing,1,0,7,2.82432,-0.05881,-0.0015581637795894446
Swing,1,0,3,2.86146,0.46577,-0.004799676767780519
Swing,2,0,5,1.7135,0.63875,-0.0010997696381578118
Swing,2,0,2,1.58023,0.20657,-0.001150551464057849
Swing,2,0,3,3.73278,0.32647,0.0
Swing,0,0,2,1.44493,-0.1583,-0.001150551464057849
Swing,0,0,1,2.19825,-0.16224,4.800490696603606e-05
Swing,1,0,6,1.2717,0.19243,-0.0027686129911500563
Swing,1,0,4,2.86872,-0.38804,-0.0006141007563030907
Swing,1,0,1,2.21801,0.00118,0.0
Swing,1,0,1,1.8272,0.98743,4.800490696603606e-05
Swing,2,0,2,2.71361,-0.0265,-0.001150551464057849
Swing,2,0,8,2.86502,-1.35573,0.0
Swing,2,0,8,2.11945,-0.75241,-0.01569242840329541
Swing,0,0,0,1.77179,0.79916,0.016179423463104237
Swing,0,1,6,2.3221,-0.56945,0.9825080603189316
Swing,0,1,5,1.74146,0.39718,0.01271417392341024
Swing,0,1,1,1.42152,-1.0637,-0.01750538936311801
Swing,1,1,5,2.01112,0.6674,0.03986464904845457
Swing,1,3,2,2.04125,-0.1455,1.0169765316684998
Swing,1,5,9,1.64831,0.00559,0.9810166091877563
Swing,1,3,11,2.89851,0.20598,0.1345019747876427
Swing,1,3,8,1.60614,0.33217,0.0
Swing,1,3,8,2.16102,0.25081,0.0
Swing,2,3,2,2.13857,-0.23139,-0.003119622177654144
Swing,0,0,4,1.71136,-0.14861,-0.0005660958493370546
Swing,1,0,7,2.79904,0.43522,-0.0015581637795894446
Swing,1,0,8,1.66458,0.50408,0.0
Swing,1,0,8,2.31734,1.02991,0.0
Swing,2,0,2,2.38331,-0.2683,-0.001150551464057849
Swing,2,0,1,2.39847,-0.61609,0.0
Swing,2,1,2,1.746,-0.66319,-0.03494721514379323
Swing,0,0,1,3.18866,0.87775,4.800490696603606e-05
Swing,1,0,5,2.94673,0.37429,0.9999999999999999
Swing,1,0,10,1.99282,-0.72164,0.00011379338845861342
Swing,1,0,8,1.86484,-0.35937,-0.007388489543800994
Swing,2,0,2,1.61823,-0.88649,-0.001150551464057849
Swing,2,0,8,1.27238,-0.00826,0.006540612817087583
Swing,2,1,1,1.52191,-0.71616,-0.031434491724006586
Swing,0,0,5,1.88931,0.26158,-0.0010997696381578118
Swing,1,0,4,2.04304,-0.38859,-0.0005660958493370546
Swing,2,0,7,1.57977,0.65224,-0.0015581637795894446
Swing,2,0,3,1.85218,-0.25625,-0.013103615627274934
Swing,0,0,4,2.15243,0.70636,0.013363006511551522
Swing,0,1,2,0.39512,0.04356,-0.003650642863614391
Swing,0,1,3,2.02674,0.42544,-0.042106377670400076
Swing,2,0,4,2.56128,0.84816,-0.00887003470883147
Swing,0,0,6,1.80824,-0.27154,-0.0027686129911500563
Swing,0,0,1,2.51233,0.6984,0.0
Swing,0,0,1,1.88926,-0.29886,4.800490696603606e-05
Swing,1,0,6,2.6149,-0.6074,-0.0027686129911500563
Swing,1,0,10,2.04704,0.81699,0.00011379338845861342
Swing,1,0,8,2.44272,0.38356,0.0
Swing,1,1,2,0.37751,-0.92307,-0.003650642863614391
Swing,2,1,1,0.90745,0.03471,-0.039738430583501
Swing,0,0,5,0.87918,-0.30107,-0.0010997696381578118
Swing,0,1,6,2.17352,0.8422,0.9685789579580428
Swing,0,0,6,0.63492,0.22569,-0.0027686129911500563
Swing,0,1,2,2.50661,0.85834,0.973356723715701
Swing,1,0,7,2.23656,0.00382,-0.0015581637795894446
Swing,1,0,3,1.32608,-0.79644,-0.004799676767780519
Swing,2,0,6,1.71413,-0.09642,-0.0027686129911500563
Swing,2,0,4,2.54512,1.56221,-0.0006141007563030907
Swing,0,0,1,2.53537,0.71478,4.800490696603606e-05
Swing,1,0,5,2.08238,-0.21545,-0.0010997696381578118
Swing,1,0,4,2.80479,-0.26922,-0.0006141007563030907
Swing,1,0,1,0.48746,-0.77235,4.800490696603606e-05
Swing,2,0,5,1.15218,0.06348,-0.0010997696381578118
Swing,2,0,1,0.25946,-2.181,4.800490696603606e-05
Swing,0,0,9,2.81454,0.04474,0.0030843553837095316
Swing,0,0,10,2.4409,-0.81501,0.00011379338845861342
Swing,0,1,5,3.08214,0.2727,0.01271417392341024
Swing,0,1,2,0.68313,-0.54699,-0.003650642863614391
Swing,0,1,1,2.92861,0.39003,-0.01750538936311801
Swing,1,3,4,-0.09934,-0.45987,0.025854305360679064
Swing,1,3,3,1.64785,0.63189,0.0
Swing,1,3,3,3.43209,0.32398,-0.056845041008695474
Swing,2,3,5,0.8687,-1.44328,0.01948347037035504
Swing,2,3,2,1.10528,-0.5053,-0.003119622177654144
Swing,0,0,5,2.81574,-0.40164,-0.0010997696381578118
Swing,0,0,0,1.56539,-0.87814,0.002250321102215661
Swing,1,0,5,3.22731,0.03379,-0.0010997696381578118
Swing,1,0,3,3.01236,0.38754,0.0
Swing,1,0,3,3.33906,-0.72323,-0.004799676767780519
Swing,2,0,5,1.83006,-0.27823,-0.0010997696381578118
Swing,2,0,4,2.10751,0.05296,-0.0006141007563030907
Swing,2,0,1,1.20879,-0.65676,0.013977107267854613
Swing,2,1,9,1.2614,0.14248,0.026418800278748364
Swing,2,3,5,3.32118,0.03386,0.01948347037035504
Swing,2,3,2,0.97152,-0.12639,-0.003119622177654144
Swing,2,3,1,1.84766,-0.5096,-0.12239902080783353
Swing,0,0,5,2.86515,0.54941,-0.0010997696381578118
Swing,0,0,2,3.12476,0.42295,-0.001150551464057849
Swing,0,0,0,2.30676,0.37085,0.0
Swing,0,0,1,2.51066,0.39483,4.800490696603606e-05
Swing,1,0,7,3.44442,0.15636,-0.0015581637795894446
Swing,2,0,4,3.01856,0.64136,-0.0006141007563030907
Swing,2,0,1,1.99834,-0.73408,4.800490696603606e-05
Swing,0,0,2,2.25035,0.48162,-0.001150551464057849
Swing,0,0,0,2.0706,1.29372,0.0
Swing,0,0,1,3.29794,-0.61803,0.0
Swing,0,0,1,1.54144,-0.99759,0.0
Swing,0,0,3,2.26171,-0.68636,0.009129425593108057
Swing,0,1,5,2.03191,0.38735,0.01271417392341024
Swing,0,1,7,2.88972,0.08926,0.00022020246145342676
Swing,0,1,3,2.43973,-0.23051,0.0
Swing,0,3,5,1.89776,-0.18302,0.0
Swing,1,3,5,2.15886,-0.33749,-0.06209769026883756
Swing,0,0,5,0.94081,-0.14449,-0.0010997696381578118
Swing,0,0,4,2.78389,0.32665,-0.0006141007563030907
Swing,0,0,3,2.20339,-0.65297,0.009129425593108057
Swing,0,1,9,2.65094,-0.23509,0.01451122407835187
Swing,0,3,6,3.19132,-0.17682,0.029878048780487804
Swing,0,3,7,2.40161,0.03681,-0.0017469238948807642
Swing,0,3,3,2.24805,0.06873,0.0
Swing,0,7,4,2.8391,0.11918,0.010798898071625346
Swing,0,7,3,1.62671,-0.85323,-0.15047169811320754
Swing,1,7,5,3.20448,-0.50069,-0.027200488997555006
Swing,1,7,4,3.09274,-0.11268,0.010798898071625346
Swing,1,7,5,2.62956,-0.73984,-0.027200488997555006
Swing,1,7,7,2.51245,-0.70408,0.07727349991500934
Swing,1,7,5,1.7897,-1.08534,-0.027200488997555006
Swing,1,7,0,1.06331,0.19094,-0.050675675675675685
Swing,2,7,1,2.12259,-0.08885,-0.16502939447383894
Swing,0,0,5,2.9655,0.05428,-0.0010997696381578118
Swing,0,0,0,2.0254,-0.51019,0.002250321102215661
Swing,1,0,7,1.91756,-0.07641,-0.006357840547369964
Swing,2,0,5,1.47899,-0.23316,-0.0010997696381578118
Swing,2,0,2,1.14206,0.48166,-0.001150551464057849
Swing,2,0,1,0.3219,-0.92751,4.800490696603606e-05
Swing,0,0,6,3.35544,-1.4682,-0.0027686129911500563
Swing,0,0,4,2.80667,-0.17806,-0.0006141007563030907
Swing,1,0,1,3.46422,-0.97157,0.0
Swing,1,0,3,0.75754,-0.58904,-0.004799676767780519
Swing,1,0,3,2.3897,-0.09246,-0.004799676767780519
Swing,2,0,2,3.18233,0.54153,-0.001150551464057849
Swing,2,0,0,0.79262,-0.64899,1.0022503211022156
Swing,2,0,2,3.4263,-0.51326,-0.001150551464057849
Swing,2,0,0,2.382,0.49846,0.0
Swing,2,0,0,3.59809,-0.53319,0.002250321102215661
Swing,1,0,2,0.6837,-1.02455,-0.001150551464057849
Swing,1,0,0,2.28522,0.4167,0.002250321102215661
Swing,2,0,0,2.12149,-0.44548,0.002250321102215661
Swing,0,0,2,2.67969,0.95533,-0.001150551464057849
Swing,0,0,1,3.23269,0.06795,0.0
Swing,0,0,1,2.72224,0.60594,0.0
Swing,0,0,3,2.48883,-0.32754,0.009129425593108057
Swing,0,1,5,1.5866,0.49146,0.01271417392341024
Swing,0,1,2,2.74392,-0.0022,-0.003650642863614391
Swing,0,1,0,2.87457,0.33564,-0.009063531059795848
Swing,1,1,6,2.98114,-0.16919,0.003829026067189628
Swing,1,1,4,2.82302,0.48123,-0.021320965748258126
Swing,2,1,5,3.07621,-0.07042,0.01271417392341024
Swing,2,1,2,3.0049,-0.38507,-0.003650642863614391
Swing,2,1,0,3.51252,0.8204,-0.022992633420684423
Swing,0,0,5,1.94327,-0.13691,-0.0010997696381578118
Swing,0,0,3,3.02008,0.01949,0.9952003232322194
Swing,0,0,4,3.42305,0.53338,-0.0006141007563030907
Swing,0,0,1,1.65454,0.73954,0.0
Swing,0,0,1,1.84056,0.80985,4.800490696603606e-05
Swing,1,0,4,2.84659,-0.72052,-0.0006141007563030907
Swing,1,0,1,3.18356,0.09341,0.0
Swing,1,0,1,1.69158,-0.02236,0.0
Swing,1,0,3,1.92944,0.0514,-0.004799676767780519
Swing,2,0,5,2.81488,-0.2233,-0.0010997696381578118
Swing,2,0,2,1.44045,0.16552,-0.001150551464057849
Swing,2,0,0,0.8427,0.50585,0.0
Swing,2,0,0,3.49857,0.96339,0.0
Swing,2,0,0,1.88177,0.0862,0.0
Swing,2,0,0,1.97674,-0.75173,0.0
Swing,2,0,0,3.08063,0.07823,0.0
Swing,2,0,1,2.29671,0.45912,0.0
Swing,2,0,1,2.69509,-0.72304,0.0
Swing,2,0,1,2.16182,-0.10119,1.000048004906966
Swing,2,0,5,2.56879,0.36747,-0.0010997696381578118
Swing,2,0,2,2.04023,-0.32364,1.0010997696381576
Swing,2,0,2,3.20412,-0.55509,-0.007204169221336603
Swing,0,0,2,2.38674,-0.7631,0.0010997696381578118
Swing,1,0,0,3.27808,-0.46231,0.002250321102215661
Swing,2,0,5,2.60939,0.30751,-0.008303938859494415
Swing,0,0,3,1.87755,0.35021,0.009129425593108057
Swing,0,1,5,2.60536,0.01187,0.0
Swing,1,1,3,1.76052,-0.93854,0.0
Swing,1,1,3,0.62479,-0.38284,-0.0281772753095115
Swing,2,1,6,2.53734,0.58896,0.003829026067189628
Swing,2,3,7,2.68598,-0.80885,-0.0017469238948807642
Swing,2,7,6,2.9643,0.08555,-0.13253012048192772
Swing,0,0,5,2.46993,-0.94602,-0.0010997696381578118
Swing,0,0,2,2.3293,0.49588,0.031858330778663395
Swing,0,2,1,3.06074,-0.41619,-0.04480846774193549
Swing,1,2,6,2.46655,0.11786,0.034740579996054455
Swing,1,6,10,2.52275,0.26505,0.01747661122661122
Swing,2,5,10,2.61798,0.4127,-0.029684601113172532
Swing,2,5,8,3.92862,0.42129,-0.1865012559457004
Swing,0,0,5,2.37288,0.25791,-0.0010997696381578118
Swing,0,0,4,1.12912,-1.08046,-0.0006141007563030907
Swing,0,0,8,2.10183,-0.85725,0.0
Swing,0,0,8,0.80971,0.88905,0.0
Swing,0,0,8,2.89057,-0.27227,0.006540612817087583
Swing,0,1,4,2.97701,0.06269,-0.0038155763851401153
Swing,0,1,3,2.31188,-1.20339,-0.0281772753095115
Swing,1,1,2,2.10868,0.27832,0.973356723715701
Swing,2,1,7,2.47063,-0.65613,0.00022020246145342676
Swing,2,3,2,1.93261,0.11588,-0.003119622177654144
Swing,2,3,0,2.11782,0.4517,1.9437715027588447
Swing,2,1,4,1.9122,0.5033,-0.0038155763851401153
Swing,2,1,1,1.55714,-0.0925,-0.031434491724006586
Swing,0,0,6,3.54415,-0.62859,-0.0027686129911500563
Swing,0,0,7,2.64275,0.24051,-0.0015581637795894446
Swing,0,0,3,3.18141,1.14731,0.0
Swing,0,0,3,3.28278,0.68524,0.009129425593108057
Swing,0,1,9,2.72231,-0.69074,0.026418800278748364
Swing,0,3,6,3.34269,-0.22656,0.029878048780487804
Swing,0,3,4,3.01083,-0.38407,0.025854305360679064
Swing,0,3,1,2.12984,0.42818,-0.06030133053899597
Swing,1,3,6,2.19675,0.48858,0.029878048780487804
Swing,1,3,4,2.8803,0.47918,0.025854305360679064
Swing,1,3,1,0.53317,0.80404,-0.06030133053899597
Swing,2,3,8,1.51111,-1.5246,0.9553997975708501
Swing,2,5,5,2.25786,0.3679,0.026442307692307696
Swing,2,7,2,1.16089,-0.01682,0.07787616467323069
Swing,2,7,1,1.75163,1.00127,0.0
Swing,2,7,1,3.29299,0.05726,-0.17333333333333334
Swing,0,0,5,3.35675,0.38318,-0.0010997696381578118
Swing,0,0,4,2.31383,0.32258,0.013363006511551522
Swing,0,1,9,1.73225,0.33279,0.01451122407835187
Swing,0,1,7,1.68823,-0.053,-0.027957072848058075
Swing,1,1,6,2.09789,-1.32174,0.003829026067189628
Swing,1,1,8,1.35816,-0.33897,0.003539131710279003
Swing,1,3,6,2.26947,-1.29679,0.029878048780487804
Swing,1,3,7,1.60062,-0.99222,-0.0017469238948807642
Swing,1,7,5,2.31637,-0.61648,-0.027200488997555006
Swing,1,7,2,2.90858,0.80683,0.9967950835921495
Swing,2,6,6,1.5165,-1.18304,-0.1310344827586207
Swing,0,0,5,3.48846,-0.12641,0.0
Swing,1,0,7,4.50947,-1.10416,-0.0015581637795894446
Swing,1,0,8,3.94254,-0.99494,-0.007388489543800994
Swing,2,0,6,2.83283,0.68743,-0.0027686129911500563
Swing,2,0,7,3.51482,-0.19176,-0.0015581637795894446
Swing,2,0,3,3.85758,-0.01839,-0.004799676767780519
Swing,0,0,5,1.88376,0.14716,-0.0010997696381578118
Swing,0,0,2,2.06499,0.20303,0.0010997696381578118
Swing,1,0,5,1.66779,-0.23599,0.0
Swing,2,0,2,2.3339,-0.23459,-0.007204169221336603
Swing,0,0,5,4.20677,0.11497,-0.0010997696381578118
Swing,0,0,2,2.59496,0.14873,0.015028871999046388
Swing,0,1,5,1.80876,0.79793,0.01271417392341024
Swing,0,1,2,2.18497,0.21698,-0.003650642863614391
Swing,0,1,0,3.84252,0.02084,0.0
Swing,0,1,0,3.10553,0.02924,0.06985285300717747
Swing,0,4,9,2.9452,-0.1947,-0.12443362544628367
Swing,1,1,2,2.51843,-0.26246,0.973356723715701
Swing,2,0,6,2.5544,-0.45351,-0.0027686129911500563
Swing,2,0,7,3.59471,-0.02614,-0.0015581637795894446
Swing,2,0,3,3.48205,-1.2287,-0.004799676767780519
Swing,0,0,7,3.1454,0.39579,-0.0015581637795894446
Swing,0,0,3,3.22593,0.81365,0.0
Swing,0,0,3,3.0395,-0.1677,-0.004799676767780519
Swing,1,0,5,2.67099,-0.42505,-0.0010997696381578118
Swing,1,0,2,2.47249,-1.25377,0.0010997696381578118
Swing,2,0,0,1.89952,-1.04898,0.0
Swing,2,0,0,1.27829,-0.98521,0.016179423463104237
Swing,2,1,6,1.45845,-0.73142,0.003829026067189628
Swing,2,1,7,1.42816,-0.3418,0.011907576200396494
Swing,2,3,5,1.93233,1.01878,-0.06209769026883756
Swing,0,0,5,3.71539,-0.63164,-0.0010997696381578118
Swing,1,0,5,3.09066,0.05033,0.0
Swing,2,0,5,2.79387,0.33372,-0.0010997696381578118
Swing,2,0,2,2.80096,0.0289,-0.001150551464057849
Swing,2,0,3,0.90585,-0.14532,-0.013103615627274934
Swing,0,1,4,2.44435,-0.11785,-0.0038155763851401153
Swing,0,1,3,1.39401,0.45692,0.0
Swing,0,1,3,2.68395,-0.72182,-0.0281772753095115
Swing,0,0,5,3.01886,-0.31025,-0.0010997696381578118
Swing,0,0,0,1.21615,-0.01348,0.0
Swing,0,0,0,3.36639,0.11267,0.0
Swing,0,0,0,0.82761,0.22703,0.002250321102215661
Swing,1,0,6,1.80325,0.78394,-0.0027686129911500563
Swing,1,0,4,1.71678,-0.09907,-0.0006141007563030907
Swing,1,0,3,3.39644,-1.00289,0.009129425593108057
Swing,1,1,9,2.41203,-1.20639,0.01451122407835187
Swing,1,1,7,1.62685,-0.22794,-0.027957072848058075
Swing,2,1,0,1.42813,-0.80396,-0.022992633420684423
